,date_occurred,address,comments,disposition,file_origin,code,arrest,homeless,bldg,address_only,bldg_name,location_type,date_reported
13,2019-08-20 14:10:00,W91 / 570 MEMORIAL DR,Report filed regarding an individual who opened a delivery package in the lobby of this location and took a pair of dress pants. Involved individuals identified. Larceny report filed.,OPEN,log_2019_08_20.pdf,,False,False,W91,570 MEMORIAL DR,Building W91,Campus Building,2019-08-20 14:10:29
14,2019-08-21   10:47:00,M46 / 43 VASSAR ST,Report filed regarding suspicious mail. ,OPEN,log_2019_08_21.pdf,,False,False,46,43 VASSAR ST,Building 46,Campus Building,2019-08-21 10:47:47
15,2019-08-22 05:00:00,W51 / 410 MEMORIAL DR,"James Howard, 6/19/1979, 244 Conty Street, Attleboro, Ma. is arrested for Trespassing and Larceny Under $250.00.",OPEN,log_2019_08_22.pdf,,True,False,W51,410 MEMORIAL DR,Burton Conner,Undergraduate Residence,2019-08-22 05:00:36
16,2019-08-22 00:28:00,E62 / 100 MAIN ST,Report filed on two individuals who were escorted from this location.,OPEN,log_2019_08_22.pdf,,False,False,E62,100 MAIN ST,Sloan School,Campus Building,2019-08-22 00:28:34
17,2019-08-22 00:16:00,E62 / 100 MAIN ST,Report filed regarding an individual who was escorted and issue a verbal trespass from this location.,OPEN,log_2019_08_22.pdf,,False,False,E62,100 MAIN ST,Sloan School,Campus Building,2019-08-22 00:16:54
18,2019-08-23   11:00:00,W85 / 540   MEMORIAL DR,Report filed regarding the larceny of a bicycle,OPEN,log_2019_08_23.pdf,,False,False,W85,540   MEMORIAL DR,Westgate Apartments,Graduate Residence,2019-08-23 15:07:34
19,2019-08-22 23:59:00,SLOAN SCHOOL,Report filed on an individual who was located in a study room. Individual is known to the Officer and is allowed to stay in the area.,OPEN,log_2019_08_23.pdf,,False,False,,SLOAN SCHOOL,SLOAN SCHOOL,Other,2019-08-23 01:03:27
20,2019-08-23 00:30:00,W7 / 362 MEMORIAL DR,Report filed on 2 individuals going through the trash at this location. Both parties are escorted from the area.  Verbal Trespass Warning issued to both individuals.,OPEN,log_2019_08_23.pdf,,False,False,W7,362 MEMORIAL DR,Baker,Undergraduate Residence,2019-08-23 00:30:54
21,2019-08-23 02:35:00,M12 / 60 REAR VASSAR ST,Report filed in regards to an intoxicated party at this location. Individual was under the impression that they were at Boston Medical Center. Individual transported to Boston Medical Center via MIT Ambulance.,OPEN,log_2019_08_23.pdf,,False,False,12,60 REAR VASSAR ST,Building 12,Campus Building,2019-08-23 02:35:50
22,2019-08-25 06:00:00,WAVERLY STREET,"Report filed regarding an individual who flagged down an Officer on Waverly St. claiming that he was just assaulted by an individual who is now at Fort Washington park. On arrival, Cambridge Police have three units on scene. MIT units stand by and assist at the scene.",OPEN,log_2019_08_25.pdf,,False,False,,WAVERLY STREET,WAVERLY STREET,Other,2019-08-25 06:21:07
23,2019-08-26 23:00:00,M32 / 32 VASSAR ST,Report filed regarding a group of 10-15 individuals who removed a package from a pallet on the loading dock and left the area.,OPEN,log_2019_08_26.pdf,,False,False,32,32 VASSAR ST,Stata,Campus Building,2019-08-26 23:06:23
24,2019-08-26 23:49:00,E62 / 100 MAIN ST,Report filed regarding three individuals who were escorted from the building and issued verbal trespass warnings.,OPEN,log_2019_08_26.pdf,,False,False,E62,100 MAIN ST,Sloan School,Campus Building,2019-08-26 23:49:15
25,2019-08-27   19:30:00,M36 / 50   VASSAR ST,Report filed on the larceny of a moped.,OPEN,log_2019_08_27.pdf,,False,False,36,50   VASSAR ST,Building 36,Campus Building,2019-08-27 22:15:39
26,2019-08-27 13:08:00,AMHERST & DANFORTH,Report filed on students riding in the back of a pickup truck on Amherst Alley with a hot grill in the bed of the pickup. Students remove grill from the truck and place it in a safe location.,CLOSED,log_2019_08_27.pdf,,False,False,,AMHERST & DANFORTH,AMHERST & DANFORTH,Other,2019-08-27 13:08:49
27,2019-08-28   13:00:00,W20 / 84   MASSACHUSETTS AVE,Report filed regarding the larceny of a wallet.,REPORT NEEDED,log_2019_08_28.pdf,,False,False,W20,84   MASSACHUSETTS AVE,Student Center,Campus Building,2019-08-28 22:05:45
28,2019-08-28 13:12:00,W98 / 600 MEMORIAL DR,Report filed by an MIT affiliate in regards to ongoing issues that they are having with an ex-girlfriend.,OPEN,log_2019_08_28.pdf,,False,False,W98,600 MEMORIAL DR,Building W98,Campus Building,2019-08-28 13:12:56
29,2019-08-28   13:00:00,W20 / 84   MASSACHUSETTS AVE FL   2,Report filed regarding a person found sleeping in the   second floor lounge. Party is escorted from the area.,OPEN,log_2019_08_29.pdf,,False,False,W20,84   MASSACHUSETTS AVE FL   2,Student Center,Campus Building,2019-08-29 11:16:57
30,2019-08-28   13:00:00,M62 / 3 AMES ST (REAR),Report filed regarding a suspicious person.,OPEN,log_2019_08_29.pdf,,False,False,62,3 AMES ST (REAR),East Campus,Undergraduate Residence,2019-08-29 20:27:54
31,2019-08-28   13:00:00,792 MAIN STREET,Report filed regarding a breaking and entering.,OPEN,log_2019_08_29.pdf,,False,False,,792 MAIN STREET,792 MAIN STREET,Other,2019-08-29 09:28:18
32,2019-08-30 01:28:00,AMES ST & MAIN ST,"Report filed regarding an individual who approached MIT Police officers’ and identified themselves as being a missing person from Newton, Ma. CPD is notified and takes over the situation.",CLOSED,log_2019_08_30.pdf,MISPERSN,False,False,,,,Other,2019-08-30 01:28:21
33,2019-08-30 01:28:00,AMES ST & MAIN ST,"Report filed regarding an individual who approached MIT Police officers’ and identified themselves as being a missing person from Newton, Ma. CPD is notified and takes over the situation.",CLOSED,log_2019_08_30.pdf,,False,False,,,,Other,2019-08-30 01:28:21
34,2019-08-30 19:47:00,M64 / 3 AMES ST,Report filed regarding an individual who opened the door to a dorm room and looked inside. Individual stated to the reporting party that they had lived in that room at one time.,OPEN,log_2019_08_30.pdf,,False,False,,,,Other,2019-08-30 19:47:39
35,2019-08-30 08:15:00,M64 / 3 AMES ST & WALCOT BUILDING,Report filed regarding suspicious activity. Reporting party stated that while taking a shower someone had held a phone above the shower curtain and had taken pictures of them.,OPEN,log_2019_08_30.pdf,,False,False,,,,Other,2019-08-30 08:18:14
36,2019-08-30 19:47:00,M64 / 3 AMES ST,Report filed regarding an individual who opened the door to a dorm room and looked inside. Individual stated to the reporting party that they had lived in that room at one time.,OPEN,log_2019_08_30.pdf,SUSPICIOUS,False,False,,,,Other,2019-08-30 19:47:39
37,2019-08-30 08:15:00,M64 / 3 AMES ST & WALCOT BUILDING,Report filed regarding suspicious activity. Reporting party stated that while taking a shower someone had held a phone above the shower curtain and had taken pictures of them.,OPEN,log_2019_08_30.pdf,SUSPICIOUS,False,False,,,,Other,2019-08-30 08:18:14
38,2019-08-31 02:33:00,NW86 / 70 PACIFIC ST,Report filed regarding a well-being check.,OPEN,log_2019_08_31.pdf,,False,False,NW86,70 PACIFIC ST,Sidney-Pacific,Graduate Residence,2019-08-31 02:33:23
39,2019-08-30   10:50:00,M62 / 3 AMES ST (REAR) &   HAYDEN HOUSE,Report filed regarding suspicious activity.,OPEN,log_2019_08_31.pdf,,False,False,62,3 AMES ST (REAR) &   HAYDEN HOUSE,East Campus,Undergraduate Residence,2019-08-31 22:19:57
40,2019-08-31   13:20:00,E62 / 100 MAIN ST,Report filed regarding suspicious activity.,OPEN,log_2019_08_31.pdf,,False,False,E62,100 MAIN ST,Sloan School,Campus Building,2019-08-31 14:44:00
41,2019-08-31   13:29:00,W61 / 450 MEMORIAL DR,Report filed regarding a motor vehicle accident.,OPEN,log_2019_08_31.pdf,,False,False,W61,450 MEMORIAL DR,MacGregor,Undergraduate Residence,2019-08-31 13:29:22
42,2019-08-31   20:00:00,W61 / 450   MEMORIAL DR,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_01.pdf,,False,False,W61,450   MEMORIAL DR,MacGregor,Undergraduate Residence,2019-09-01 12:39:44
43,2019-09-01 22:31:00,97 BAY STATE RD,Report filed regarding a large crowd gathering outside of 97 Bay State Rd. Crowd dispersed. Party shut down.,OPEN,log_2019_09_01.pdf,,False,False,,97 BAY STATE RD,Phi Delta Theta,Fraternity,2019-09-01 22:31:20
44,2019-09-01 20:51:00,BTP / 119 BAY STATE RD,"Report filed regarding a burglary at 119 Bay St. Rd. Individual removed the ac unit from a third floor window and attempted to gain entry from the fire escape. When confronted by the reporting party, the individual fled from the area.",OPEN,log_2019_09_01.pdf,,False,False,BTP,119 BAY STATE RD,Beta Theta Pi,Fraternity,2019-09-01 20:51:24
45,2019-08-26   08:00:00,W79 / 229   VASSAR ST,Report filed regarding a larceny of furniture.,OPEN,log_2019_09_01.pdf,,False,False,W79,229   VASSAR ST,Simmons,Undergraduate Residence,2019-09-01 14:07:15
46,2019-09-01   14:00:00,M14 / 160   MEMORIAL DR,Report filed regarding a stolen wallet.,OPEN,log_2019_09_01.pdf,,False,False,14,160   MEMORIAL DR,Building 14,Campus Building,2019-09-01 14:51:14
47,2019-09-02   08:25:00,COLLIER MEMORIAL / 32   VASSAR ST,Report filed regarding the field stop,,log_2019_09_02.pdf,,False,False,COLLIER MEMORIAL,32   VASSAR ST,Building COLLIER MEMORIAL,Campus Building,2019-09-02 08:25:28
48,2019-09-02 13:48:00,W51 / 410 MEMORIAL DR,Report filed regarding the larceny of a bicycle.,,log_2019_09_02.pdf,,False,False,W51,410 MEMORIAL DR,Burton Conner,Undergraduate Residence,2019-09-02 13:48:35
49,2019-08-31   11:50:00,W20 / 84   MASSACHUSETTS AVE,Report filed in regards to the larceny of a bicycle.,OPEN,log_2019_09_03.pdf,,False,False,W20,84   MASSACHUSETTS AVE,Student Center,Campus Building,2019-09-03 10:58:45
50,2019-09-01   06:45:00,NE49 / 600 TECH SQUARE,Report filed regarding suspicious voicemails.,OPEN,log_2019_09_03.pdf,,False,False,NE49,600 TECH SQUARE,Building NE49,Campus Building,2019-09-03 09:18:14
51,2019-09-03   02:25:00,M9 / 105   MASSACHUSETTS AVE FL   2,"DAVID SCRIMA, Age 59, 15 Range Rd. Windham, NH is   arrested for Trespassing.",OPEN,log_2019_09_03.pdf,,True,False,9,105   MASSACHUSETTS AVE FL   2,Building 9,Campus Building,2019-09-03 02:25:56
52,2019-08-30   15:30:00,NW35 / 235 ALBANY ST,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_03.pdf,,False,False,NW35,235 ALBANY ST,Ashdown House,Graduate Residence,2019-09-03 15:21:02
53,2019-09-03   11:50:00,W20 / 84   MASSACHUSETTS AVE FL   1,Report filed regarding the larceny of two bags full of   personal items and electronic equipment.,CLOSED,log_2019_09_03.pdf,,False,False,W20,84   MASSACHUSETTS AVE FL   1,Student Center,Campus Building,2019-09-03 12:21:58
54,2019-09-03   18:15:00,DUPONT COURT / null,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_03.pdf,,False,False,DUPONT COURT,,Building DUPONT COURT,Campus Building,2019-09-03 19:37:58
55,2019-09-03 10:31:00,M50 / 142 MEMORIAL DR,Report filed regarding two individuals who were escorted from the property and issued verbal trespass warnings.,OPEN,log_2019_09_03.pdf,,False,False,50,142 MEMORIAL DR,Walker Memorial,Campus Building,2019-09-03 10:31:35
56,2019-09-03 15:03:00,W20 / 84 MASSACHUSETTS AVE,Supplemental report filed regarding an earlier larceny at this location. Reporting party had all of their belongings returned.,CLOSED,log_2019_09_03.pdf,,False,False,W20,84 MASSACHUSETTS AVE,Student Center,Campus Building,2019-09-03 15:03:55
57,2019-09-03 00:36:00,M32 / 32 VASSAR ST,"FEDERIC FEDLEY, Age 43, 17 Medford St. 2R, Medford, Ma.is arrested for Trespassing.",OPEN,log_2019_09_03.pdf,,True,False,32,32 VASSAR ST,Stata,Campus Building,2019-09-03 00:36:42
58,2019-08-28   10:26:00,M4 / 182 MEMORIAL DR,Report filed regarding a stolen wallet.,OPEN,log_2019_09_03.pdf,,False,False,4,182 MEMORIAL DR,Building 4,Campus Building,2019-09-03 10:26:13
59,2019-08-22   11:00:00,W61 / 450 MEMORIAL DR,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_04.pdf,,False,False,W61,450 MEMORIAL DR,MacGregor,Undergraduate Residence,2019-09-04 11:14:11
60,2019-09-04 01:19:00,W20 / 84 MASSACHUSETTS AVE,Report filed regarding an individual who was escorted from this location and issued a verbal trespass warning.,OPEN,log_2019_09_04.pdf,,False,False,W20,84 MASSACHUSETTS AVE,Student Center,Campus Building,2019-09-04 01:19:21
61,2019-09-04   13:00:00,W89 / 301 VASSAR ST,Report filed regarding stalking.,OPEN,log_2019_09_04.pdf,,False,False,W89,301 VASSAR ST,MIT Police,Police Station,2019-09-04 13:00:06
62,2019-09-04   08:15:00,M76 / 500 MAIN ST,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_04.pdf,,False,False,76,500 MAIN ST,Koch Institute,Campus Building,2019-09-04 19:15:40
63,2019-08-29   00:01:00,NW35 / 235 ALBANY ST,Confidential Dating Violence report filed.,OPEN,log_2019_09_05.pdf,,False,False,NW35,235 ALBANY ST,Ashdown House,Graduate Residence,2019-09-05 11:20:11
64,2019-09-05 19:03:00,1 BROAD CANAL WAY,Report filed regarding a large demonstration at 1 Broad Canal Way. CPD requests assistance from the MITPD with crowd control.,OPEN,log_2019_09_05.pdf,,False,False,,1 BROAD CANAL WAY,1 BROAD CANAL WAY,Other,2019-09-05 19:03:01
65,2019-09-05 08:40:00,E62 / 100 MAIN ST,Reporting party comes to the station to request a report on a MV vs. bicyclist accident.,OPEN,log_2019_09_05.pdf,,False,False,E62,100 MAIN ST,Sloan School,Campus Building,2019-09-05 09:07:52
66,2019-09-05   21:14:00,W79 / 229 VASSAR ST,Report filed regarding a well-being check.,OPEN,log_2019_09_05.pdf,,False,False,W79,229 VASSAR ST,Simmons,Undergraduate Residence,2019-09-05 21:14:55
67,2019-09-05   19:00:00,W35 / 100 VASSAR ST,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_05.pdf,,False,False,W35,100 VASSAR ST,Building W35,Campus Building,2019-09-05 23:21:39
68,2019-09-05   09:30:00,M33 / 125   MASSACHUSETTS AVE,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_05.pdf,,False,False,33,125   MASSACHUSETTS AVE,Building 33,Campus Building,2019-09-05 19:04:42
69,2019-09-09 08:47:00,M76 / 500 MAIN ST,Report filed regarding and individual who issued a verbal trespass warning and escorted from the property.,OPEN,log_2019_09_09.pdf,,False,False,76,500 MAIN ST,Koch Institute,Campus Building,2019-09-09 08:47:47
70,2019-09-09 08:10:00,W89 / 301 VASSAR ST,Report filed in regards to spoofing calls being received by the MIT Police department.,OPEN,log_2019_09_09.pdf,,False,False,W89,301 VASSAR ST,MIT Police,Police Station,2019-09-09 08:37:37
71,2019-09-09   08:40:00,M54 / 21 AMES   ST,Report filed in regards to a larceny of a laptop.,OPEN,log_2019_09_09.pdf,,False,False,54,21 AMES   ST,Building 54,Campus Building,2019-09-09 16:51:07
72,2019-09-10 13:06:00,SN / 99 BAY STATE RD,Report filed regarding ongoing harassment from a former girlfriend.,OPEN,log_2019_09_10.pdf,,False,False,SN,99 BAY STATE RD,Lambda Chi Alpha,Fraternity,2019-09-10 13:06:48
73,2019-09-10   18:17:00,W61 / 450 MEMORIAL   DR,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_10.pdf,,False,False,W61,450 MEMORIAL   DR,MacGregor,Undergraduate Residence,2019-09-10 18:17:43
74,2019-09-09   17:00:00,W61 / 450 MEMORIAL   DR,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_10.pdf,,False,False,W61,450 MEMORIAL   DR,MacGregor,Undergraduate Residence,2019-09-10 15:43:11
75,2019-09-09   09:00:00,W61 / 450 MEMORIAL   DR,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_10.pdf,,False,False,W61,450 MEMORIAL   DR,MacGregor,Undergraduate Residence,2019-09-10 11:44:29
76,2019-09-11 09:30:00,M44 / 51 VASSAR ST,Report filed regarding a suspicious person attempting to pry open a door in the rear of this location.,OPEN,log_2019_09_11.pdf,,False,False,44,51 VASSAR ST,Building 44,Campus Building,2019-09-11 09:34:08
77,2019-09-11 16:52:00,M50 / 142 MEMORIAL DR & MUDDY CHARLES PUB,Report filed regarding an electronic beverage cooler that caught fire at the Muddy Charles Pub. Pub is evacuated and the fire is extinguished by a pub employee. CFD responds.,OPEN,log_2019_09_11.pdf,,False,False,50,142 MEMORIAL DR & MUDDY CHARLES PUB,Walker Memorial,Campus Building,2019-09-11- 16:52:05
78,2016-05-01   11:50:00,W20 / 84 MASSACHUSETTS   AVE,Report filed into ongoing suspicious activity.,OPEN,log_2019_09_11.pdf,,False,False,W20,84 MASSACHUSETTS   AVE,Student Center,Campus Building,2019-09-11 11:51:07
79,2019-09-13   14:00:00,E62 / 100 MAIN ST #265,Report filed regarding the larceny of a wallet.,OPEN,log_2019_09_13.pdf,,False,False,E62,100 MAIN ST #265,Sloan School,Campus Building,2019-09-13 15:37:37
80,2019-09-12   08:05:00,NW12 / 138 ALBANY ST,Report filed regarding graffiti.,OPEN,log_2019_09_13.pdf,,False,False,NW12,138 ALBANY ST,Building NW12,Campus Building,2019-09-13 08:05:48
81,2019-09-13 23:51:00,DTD / 416 BEACON STREET,Report filed regarding a party that was shut down for underage drinking.,OPEN,log_2019_09_13.pdf,,False,False,DTD,416 BEACON STREET,Building DTD,Campus Building,2019-09-13 23:51:33
82,2019-09-13 07:56:00,M7 / 77 MASSACHUSETTS AVE,Report filed regarding a individual who was pan handling on the lobby of this location. Individual who was escorted from the area.,OPEN,log_2019_09_13.pdf,,False,False,7,77 MASSACHUSETTS AVE,Building 7,Campus Building,2019-09-13 07:56:08
83,2019-09-13 12:20:00,M7 / 77 MASSACHUSETTS AVE,Report filed regarding a party who was stopped and identified in the area of the bicycle racks.,OPEN,log_2019_09_13.pdf,,False,False,7,77 MASSACHUSETTS AVE,Building 7,Campus Building,2019-09-13 12:20:24
84,2019-09-13 22:00:00,W70 / 471 MEMORIAL DR,Report filed regarding the larceny of a bicycle from the bike storage cage.,OPEN,log_2019_09_16.pdf,,False,False,W70,471 MEMORIAL DR,New House,Undergraduate Residence,2019-09-16 23:29:02
85,2019-09-16   17:24:00,W89 / 301 VASSAR ST,Report filed regarding identity theft.,OPEN,log_2019_09_16.pdf,,False,False,W89,301 VASSAR ST,MIT Police,Police Station,2019-09-16 17:24:13
86,2019-09-16   10:00:00,E1 / 111   MEMORIAL DR,Report filed regarding graffiti on a wall in the rear of this location.,OPEN,log_2019_09_18.pdf,,False,False,E1,111   MEMORIAL DR,Building E1,Campus Building,2019-09-18 10:58:55
87,2019-09-17   19:45:00,E19 / 400 MAIN   ST,Report filed regarding an attempted breaking and entering.,OPEN,log_2019_09_18.pdf,,False,False,E19,400 MAIN   ST,Building E19,Campus Building,2019-09-18 09:20:41
88,2019-09-18 15:40:00,W89 / 301 VASSAR ST,Walk-in report taken regarding the larceny of a bicycle from the bike rack at 77 Massachusetts Avenue on 09/18/2019.,OPEN,log_2019_09_18.pdf,,False,False,W89,301 VASSAR ST,MIT Police,Police Station,2019-09-18 18:42:57
89,2019-09-18 13:27:00,M32 / 32 VASSAR ST,Report filed regarding a suspicious backpack outside of this location. Backpack was found to contain clothing.,OPEN,log_2019_09_18.pdf,,False,False,32,32 VASSAR ST,Stata,Campus Building,2019-09-18 13:27:27
90,2019-09-19   11:36:00,M3 / 33   MASSACHUSETTS   AVE,Report filed regarding an individual who is receiving threatening   text messages.,OPEN,log_2019_09_19.pdf,,False,False,3,33   MASSACHUSETTS   AVE,Building 3,Campus Building,2019-09-19 11:36:52
91,2019-09-19 07:30:00,NE36 / 105 BROADWAY STREET,MIT Police respond to a report of an MIT employee who found a rope noose hanging from a rod iron fence on the public walkway outside the Blue Garage on Galileo way. Cambridge Police respond and take over the investigation.,OPEN,log_2019_09_19.pdf,,False,False,NE36,105 BROADWAY STREET,Building NE36,Campus Building,2019-09-19 09:38:03
92,2019-09-20 17:08:00,E17 / 40 AMES ST,Report filed regarding the larceny of a bicycle.   Bicycle racks Main and Ames St.,OPEN,log_2019_09_20.pdf,,False,False,E17,40 AMES ST,Building E17,Campus Building,2019-09-20 17:08:47
93,2019-09-21   20:43:00,W79 / 229 VASSAR ST,Report filed regarding suspicious activity. ,OPEN,log_2019_09_21.pdf,,False,False,W79,229 VASSAR ST,Simmons,Undergraduate Residence,2019-09-21 21:12:35
94,2019-09-20   09:00:00,W35 / 100 VASSAR ST,Report filed regarding the larceny of a bicycle. ,OPEN,log_2019_09_21.pdf,,False,False,W35,100 VASSAR ST,Building W35,Campus Building,2019-09-21 17:01:24
95,2019-09-22   15:00:00,M33 / 125   MASSACHUSETTS AVE,Report filed regarding the larceny of a bicycle.,OPEN,log_2019_09_22.pdf,,False,False,33,125   MASSACHUSETTS AVE,Building 33,Campus Building,2019-09-22 22:58:22
96,2019-09-22 20:51:00,COLLIER MEMORIAL / 32 VASSAR ST,"Dickerson, Daryl, Age 30, 185 Salem St. Medford, Ma. is taken into custody on a default warrant out of Salem District Court.",OPEN,log_2019_09_22.pdf,,False,False,COLLIER MEMORIAL,32 VASSAR ST,Building COLLIER MEMORIAL,Campus Building,2019-09-22 20:51:11
97,2019-09-22 08:50:00,E23 / 25 CARLTON ST,Report filed regarding an emotionally disturbed person in the lobby of E23. Party is a non-affiliate. Party is transported under a section 12 order to MGH.,OPEN,log_2019_09_22.pdf,,False,False,E23,25 CARLTON ST,Building E23,Campus Building,2019-09-22 08:50:21
98,2017-09-01   09:00:00,W89 / 301 VASSAR   ST,Confidential Sexual Assault report filed.,OPEN,log_2019_09_23.pdf,,False,False,W89,301 VASSAR   ST,MIT Police,Police Station,2019-09-23 09:43:20
99,2019-09-19 18:00:00,KILLIAN COURT / 222 MEMORIAL DR,Report filed regarding the larceny of a bicycle from the W51 bicycle racks.,OPEN,log_2019_09_23.pdf,,False,False,KILLIAN COURT,222 MEMORIAL DR,Building KILLIAN COURT,Campus Building,2019-09-23 11:55:09
100,2019-09-23 10:39:00,W89 / 301 VASSAR ST,Station Officer takes a walk-in report from an MIT affiliate regarding ongoing suspicious activity.,OPEN,log_2019_09_23.pdf,,False,False,W89,301 VASSAR ST,MIT Police,Police Station,2019-09-23 10:49:40
101,2019-09-23 12:50:00,W1 / 305 MEMORIAL DR,Report filed regarding a motor vehicle vs. moped accident at Memorial Dr. and Mass Ave. MITPD units are on scene to assist MSP. CFD and Pro Ambulance respond.,OPEN,log_2019_09_23.pdf,,False,False,W1,305 MEMORIAL DR,Maseeh,Undergraduate Residence,2019-09-23 12:50:40
102,2019-05-15   09:00:00,W89 / 301 VASSAR   ST,Confidential Sexual Assault report filed.,OPEN,log_2019_09_23.pdf,,False,False,W89,301 VASSAR   ST,MIT Police,Police Station,2019-09-23 09:42:45
103,2019-09-24 06:01:00,W20 / 84 MASSACHUSETTS AVE,"Turner, Justin, Age 38, 240 Albany Street Cambridge, Ma. is taken into custody for Trespassing, Resisting Arrest.",,log_2019_09_24.pdf,,True,False,W20,84 MASSACHUSETTS AVE,Student Center,Campus Building,2019-09-24 06:01:13
104,2019-09-24   12:40:00,E62 / 100 MAIN ST ,Report filed regarding the larceny of a wallet.,OPEN,log_2019_09_25.pdf,,False,False,E62,100 MAIN ST,Sloan School,Campus Building,2019-09-25 16:25:03
105,2019-09-24 10:37:00,NW86 / 70 PACIFIC ST,Report filed regarding a fraudulent telephone   scam.,OPEN,log_2019_09_25.pdf,,False,False,NW86,70 PACIFIC ST,Sidney-Pacific,Graduate Residence,2019-09-25 10:34:24
106,2019-09-25   23:00:00,W70 / 471   MEMORIAL DR,Report filed regarding a stolen bicycle.,OPEN,log_2019_09_26.pdf,,False,False,W70,471   MEMORIAL DR,New House,Undergraduate Residence,2019-09-26 22:13:24
107,2019-09-26   10:19:00,NW23 / 195 ALBANY   STREET,Report filed regarding a suspicious email and phone call.,OPEN,log_2019_09_26.pdf,,False,False,NW23,195 ALBANY   STREET,Building NW23,Campus Building,2019-09-26 10:19:52
108,2019-09-26 01:39:00,M32 / 32 VASSAR ST,Report filed regarding a suspicious person who escorted from the building and issued a verbal trespass warning.,OPEN,log_2019_09_26.pdf,,False,False,32,32 VASSAR ST,Stata,Campus Building,2019-09-26 01:39:06
